1160,15.08981
1161,15.08981
1162,15.01193
1163,14.99169
1164,14.96312
1165,14.93546
1166,14.87974
1167,14.85118
1168,14.82351
1169,14.79545
1170,14.78854
1171,14.73923
1172,14.71156
1173,14.69042
1174,14.64803
1175,14.62727
1176,14.58539
1177,14.56463
1178,14.52916
1179,14.51532
1180,14.48035
1181,14.45268
1182,14.42412
1183,14.38311
1184,14.35456
1185,14.33380
1186,14.30575
1187,14.27029
1188,14.24260
1189,14.20764
1190,14.19379
1191,14.15141
1192,14.10987
1193,14.10260
1194,14.08876
1195,14.08876
1196,14.06107
1197,14.01854
1198,13.99135
1199,13.95589
1200,13.92043
1201,13.87163
1202,13.82316
1203,13.81540
1204,13.79513
1205,13.77435
1206,13.77435
1207,13.75274
1208,13.74582
1209,13.73889
1210,13.71119
1211,13.71119
1212,13.64771
1213,13.59973
1214,13.54350
1215,13.49469
1216,13.47391
1217,13.44539
1218,13.40351
1219,13.36887
1220,13.36887
1221,13.34728
1222,13.31264
1223,13.29155
1224,13.27769
1225,13.25691
1226,13.23612
1227,13.19425
1228,13.15187
1229,13.12415
1230,13.07535
1231,13.04684
1232,13.01219
1233,12.99111
1234,12.99111
1235,12.92811
1236,12.87163
1237,12.79385
1238,12.68165
1239,12.56895
1240,12.47794
1241,12.36537
1242,12.30977
1243,12.26024
1244,12.21777
1245,12.16155
1246,12.11993
1247,12.10605
1248,12.09962
1249,12.09196
1250,12.07115
1251,12.05033
1252,11.99462
1253,11.95227
1254,11.93146
1255,11.88268
1256,11.82646
1257,11.77839
1258,11.73604
1259,11.71523
1260,11.68727
1261,11.63869
1262,11.61717
1263,11.60379
1264,11.57603
1265,11.55451
1266,11.52675
1267,11.48492
1268,11.45716
1269,11.42939
1270,11.38745
1271,11.34512
1272,11.32429
1273,11.29703
1274,11.26858
1275,11.25469
1276,11.21998
1277,11.19204
1278,11.18510
1279,11.13582
1280,11.10855
1281,11.05928
1282,11.00424
1283,10.97580
1284,10.93413
1285,10.89231
1286,10.84999
1287,10.81577
1288,10.78039
1289,10.75956
1290,10.74567
1291,10.71144
