1124,-14.0963
1125,-14.0893
1126,-14.0753
1127,-14.0543
1128,-14.0404
1129,-14.0264
1130,-14.0124
1131,-13.9911
1132,-13.9632
1133,-13.9213
1134,-13.8794
1135,-13.8441
1136,-13.8092
1137,-13.7882
1138,-13.7603
1139,-13.7113
1140,-13.6830
1141,-13.6411
1142,-13.5992
1143,-13.5220
1144,-13.4661
1145,-13.4172
1146,-13.3750
1147,-13.3191
1148,-13.2771
1149,-13.2422
1150,-13.1790
1151,-13.1371
1152,-13.0951
1153,-13.0811
1154,-13.0319
1155,-12.9900
1156,-12.9481
1157,-12.8991
1158,-12.8569
1159,-12.8150
1160,-12.7870
1161,-12.7661
1162,-12.7311
1163,-12.6962
1164,-12.6469
1165,-12.6190
1166,-12.6120
1167,-12.5631
1168,-12.5211
1169,-12.4652
1170,-12.4370
1171,-12.4091
1172,-12.3671
1173,-12.3322
1174,-12.2832
1175,-12.2481
1176,-12.2061
1177,-12.1851
1178,-12.1362
1179,-12.1082
1180,-12.0663
1181,-12.0453
1182,-12.0101
1183,-11.9752
1184,-11.9332
1185,-11.8983
1186,-11.8703
1187,-11.8283
1188,-11.8004
1189,-11.7162
1190,-11.6673
1191,-11.6253
1192,-11.5484
1193,-11.4993
1194,-11.4434
1195,-11.3944
1196,-11.3315
1197,-11.2825
1198,-11.2125
1199,-11.1915
1200,-11.1216
1201,-11.1005
1202,-11.0656
1203,-11.0097
1204,-10.9957
1205,-10.9537
1206,-10.9327
1207,-10.9116
1208,-10.8696
1209,-10.8347
1210,-10.7787
1211,-10.7438
1212,-10.7228
1213,-10.6808
1214,-10.6528
1215,-10.6179
1216,-10.5759
1217,-10.5269
1218,-10.4919
1219,-10.4569
1220,-10.4220
1221,-10.3799
1222,-10.3310
1223,-10.3100
1224,-10.2750
1225,-10.2401
1226,-10.1841
1227,-10.1631
1228,-10.1422
1229,-10.1142
1230,-10.0792
1231,-10.0091
1232,-9.9323
1233,-9.8763
1234,-9.8134
1235,-9.7434
1236,-9.6735
1237,-9.6035
1238,-9.5125
1239,-9.4426
1240,-9.3867
1241,-9.3167
1242,-9.2747
1243,-9.2327
1244,-9.1908
1245,-9.1628
1246,-9.1279
1247,-9.0579
1248,-9.0439
1249,-8.9740
1250,-8.9390
1251,-8.9180
1252,-8.8621
1253,-8.8271
1254,-8.7711
1255,-8.7431
1256,-8.7152
1257,-8.6942
1258,-8.6452
1259,-8.6103
1260,-8.5683
1261,-8.4983
1262,-8.4704
1263,-8.4214
1264,-8.3515
1265,-8.2675
1266,-8.2046
1267,-8.1556
1268,-8.1067
1269,-8.0437
1270,-7.9808
1271,-7.9108
1272,-7.8689
1273,-7.8409
1274,-7.8129
1275,-7.7919
1276,-7.7359
1277,-7.7009
1278,-7.6450
1279,-7.6240
1280,-7.5820
1281,-7.5471
1282,-7.5191
1283,-7.4771
1284,-7.4352
1285,-7.3932
1286,-7.3722
1287,-7.3232
1288,-7.3093
1289,-7.2743
1290,-7.2463
1291,-7.2183
1292,-7.1693
1293,-7.1064
1294,-7.0713
1295,-7.0014
1296,-6.9524
1297,-6.8895
1298,-6.8196
1299,-6.7776
1300,-6.7147
1301,-6.6727
1302,-6.6306
1303,-6.5887
1304,-6.5326
1305,-6.4977
1306,-6.4487
1307,-6.4138
1308,-6.3578
1309,-6.3229
1310,-6.3089
1311,-6.2879
1312,-6.2669
1313,-6.2458
1314,-6.1899
1315,-6.1479
1316,-6.1269
1317,-6.0920
1318,-6.0570
1319,-6.0430
1320,-5.9941
1321,-5.9591
1322,-5.9240
1323,-5.9030
1324,-5.8471
1325,-5.8191
1326,-5.7772
1327,-5.7143
1328,-5.6863
1329,-5.6583
1330,-5.6092
1331,-5.5952
1332,-5.5742
1333,-5.5463
1334,-5.5253
1335,-5.4554
1336,-5.4204
1337,-5.3855
1338,-5.3712
1339,-5.3363
1340,-5.2874
1341,-5.2524
1342,-5.2105
1343,-5.1545
1344,-5.1054
1345,-5.0425
1346,-4.9725
1347,-4.9236
1348,-4.8745
1349,-4.8185
1350,-4.7976
1351,-4.7486
1352,-4.7207
1353,-4.6855
1354,-4.6435
1355,-4.6086
1356,-4.5736
1357,-4.5527
1358,-4.4755
1359,-4.4196
1360,-4.3637
1361,-4.3147
1362,-4.2726
1363,-4.2376
1364,-4.1817
1365,-4.1467
1366,-4.0836
1367,-4.0276
1368,-3.9787
1369,-3.9578
1370,-3.9086
1371,-3.8946
1372,-3.8526
1373,-3.8247
1374,-3.7828
1375,-3.7755
1376,-3.7405
1377,-3.6986
1378,-3.6846
1379,-3.6287
1380,-3.6075
1381,-3.5795
1382,-3.5655
1383,-3.5306
1384,-3.4887
1385,-3.4465
1386,-3.3906
1387,-3.3766
1388,-3.3277
1389,-3.2924
1390,-3.2505
1391,-3.2085
1392,-3.1667
1393,-3.1384
1394,-3.1244
1395,-3.0965
1396,-3.0475
1397,-3.0053
1398,-2.9354
1399,-2.8865
1400,-2.8303
1401,-2.7744
1402,-2.7251
1403,-2.6972
1404,-2.6204
1405,-2.5711
1406,-2.5292
1407,-2.4733
1408,-2.4380
1409,-2.4031
1410,-2.3822
1411,-2.3189
1412,-2.2770
1413,-2.2281
1414,-2.1928
1415,-2.1439
1416,-2.1090
1417,-2.0737
1418,-2.0388
1419,-1.9899
1420,-1.9406
1421,-1.9057
1422,-1.8778
1423,-1.8499
1424,-1.8076
1425,-1.7447
1426,-1.6954
1427,-1.6396
1428,-1.5972
1429,-1.5484
1430,-1.5204
1431,-1.4641
1432,-1.4223
1433,-1.3943
1434,-1.3381
1435,-1.3171
1436,-1.2822
1437,-1.2608
1438,-1.2469
1439,-1.2329
1440,-1.2120
1441,-1.1911
1442,-1.1632
1443,-1.1487
1444,-1.0928
1445,-1.0789
1446,-1.0436
1447,-1.0226
1448,-1.0017
1449,-0.9454
1450,-0.9035
1451,-0.8826
1452,-0.8617
1453,-0.8193
1454,-0.8054
1455,-0.7495
1456,-0.7142
1457,-0.7002
1458,-0.6653
1459,-0.6514
1460,-0.6374
1461,-0.5811
1462,-0.5318
1463,-0.4690
1464,-0.3987
1465,-0.3429
1466,-0.2866
1467,-0.2094
1468,-0.1461
1469,-0.0973
1470,-0.0479
1471,0.0079
1472,0.0358
1473,0.0921
1474,0.1339
1475,0.1763
1476,0.2112
1477,0.2396
1478,0.2535
1479,0.3163
1480,0.3308
1481,0.3587
1482,0.4150
1483,0.4499
1484,0.4708
1485,0.4917
1486,0.5341
1487,0.5620
1488,0.5904
1489,0.6253
1490,0.6392
1491,0.7095
1492,0.7235
1493,0.7583
1494,0.8147
1495,0.8501
1496,0.8571
1497,0.8989
1498,0.9343
1499,0.9692
1500,1.0394
1501,1.0673
1502,1.0813
1503,1.1376
1504,1.1724
1505,1.2148
1506,1.2357
1507,1.2712
1508,1.2851
1509,1.3130
1510,1.3415
1511,1.3554
1512,1.4042
1513,1.4675
1514,1.5169
1515,1.5796
1516,1.6359
1517,1.6644
1518,1.6923
1519,1.7417
1520,1.7765
1521,1.8329
1522,1.8538
1523,1.9031
1524,1.9519
1525,1.9943
1526,2.0507
1527,2.1064
1528,2.1488
1529,2.2052
1530,2.2539
1531,2.2963
1532,2.3381
1533,2.3736
1534,2.4154
1535,2.4439
1536,2.4439
1537,2.4787
1538,2.4933
1539,2.5142
1540,2.5560
1541,2.5984
1542,2.6193
1543,2.6332
1544,2.6687
1545,2.6896
1546,2.7320
1547,2.7668
1548,2.8162
1549,2.8301
1550,2.8726
1551,2.8865
1552,2.9143
1553,2.9290
1554,2.9777
1555,2.9923
1556,3.0410
1557,3.0695
1558,3.0974
1559,3.1398
1560,3.1677
1561,3.1885
1562,3.2032
1563,3.2032
1564,3.2519
1565,3.3013
