-0.35000,-0.15000,-0.35000,-0.15000,0.20000,0.15000, , , , ,
-4.28065,6.29834,0.00,0.00,-2.27000,1.14000,0.00,0.00,-1.56292,2.01911,-1.91928,2.37094,-4.28065,6.29834,25.28209
-4.30053,6.30817,0.00,0.00,-2.61080,1.00560,0.00,0.00,-1.84672,2.30776,-1.97860,2.35413,-4.30053,6.30817,25.28262
-4.30115,6.33741,0.00,0.00,-0.00538,2.01281,0.00,0.00,-1.55729,2.48818,-1.58128,2.51584,-4.30115,6.33741,25.28055
-4.30115,6.33741,0.00,0.00,-2.38604,2.86010,0.00,0.00,-1.81740,2.62327,-1.96597,2.64150,-4.30115,6.33741,25.28767
-4.35801,6.39052,0.00,0.00,-2.88309,2.99888,0.00,0.00,-1.93671,2.67703,-2.06896,2.68044,-4.35801,6.39052,25.28986
-4.37341,6.40537,0.00,0.00,-1.49506,1.25999,0.00,0.00,-1.78222,2.46780,-1.83577,2.42642,-4.37341,6.40537,25.28196
-4.38334,6.40535,0.00,0.00,-1.31796,0.28808,0.00,0.00,-1.73942,2.31249,-1.80189,2.28119,-4.38334,6.40535,25.27902
-4.38329,6.38561,0.00,0.00,0.54749,-2.04394,0.00,0.00,-1.49514,1.98599,-1.49338,1.92604,-4.38329,6.38561,25.26984
-4.33803,6.31116,0.00,0.00,4.71638,-7.51835,0.00,0.00,-0.91350,1.21688,-0.81798,1.08074,-4.33803,6.31116,25.25448
-4.29766,6.23222,0.00,0.00,2.61373,-7.82015,0.00,0.00,-1.08233,1.03955,-1.12049,1.00772,-4.29766,6.23222,25.25612
-4.27495,6.07529,0.00,0.00,-0.07109,-8.60056,0.00,0.00,-1.44321,0.86676,-1.51435,0.83560,-4.27495,6.07529,25.25887
-4.29364,6.01677,0.00,0.00,-2.18411,-6.29216,0.00,0.00,-1.77231,1.11775,-1.84825,1.16062,-4.29364,6.01677,25.26552
-4.31791,5.96237,0.00,0.00,-2.66947,-5.46834,0.00,0.00,-1.77231,1.11775,-1.84825,1.16062,-4.29364,6.01677,25.26552
-4.33425,5.94686,0.00,0.00,-1.12736,-1.89775,0.00,0.00,-1.89262,1.24740,-1.93631,1.26855,-4.31791,5.96237,25.26773
-4.32097,5.94039,0.00,0.00,1.29298,-0.01518,0.00,0.00,-1.46820,1.90791,-1.43725,2.02201,-4.33425,5.94686,25.27066
-4.25679,5.79616,0.00,0.00,4.21047,-8.71682,0.00,0.00,-1.20561,1.51540,-1.17758,1.44509,-4.30159,5.89027,25.26066
-4.21600,5.71757,0.00,0.00,4.02434,-8.30355,0.00,0.00,-0.86812,0.74764,-0.81077,0.61199,-4.25679,5.79616,25.25141
-4.16092,5.67318,0.00,0.00,5.62019,-4.83043,0.00,0.00,-0.87386,0.75988,-0.87861,0.76180,-4.21600,5.71757,25.25263
-4.09544,5.62916,0.00,0.00,6.30696,-4.50264,0.00,0.00,-0.58176,1.21958,-0.53704,1.30026,-4.16092,5.67318,25.25504
-4.00517,5.58022,0.00,0.00,8.80849,-6.22360,0.00,0.00,-0.21910,1.17998,-0.15673,1.17274,-4.00517,5.58022,25.25284
-3.84009,5.43705,0.00,0.00,7.97249,-8.71716,0.00,0.00,-0.07553,1.00281,-0.05056,0.97140,-3.91987,5.51643,25.25110
-3.77054,5.32850,0.00,0.00,7.51778,-10.73174,0.00,0.00,-0.14083,0.64678,-0.15275,0.58392,-3.84009,5.43705,25.24886
