-0.53340,-0.15500,-0.63340,-0.16500,0.03000,0.02000, , , , , 
1.79815,0.24242,-1.06336,-2.81421,1.30183,0.31598,1.32840,0.32242,0.00,0.00,2.79815,1.24242,25.25464
1.78601,0.20349,-0.68002,-1.71563,1.38338,0.47610,1.38265,0.47892,0.00,0.00,2.78601,1.20349,25.25567
1.78663,0.14688,-0.37501,-3.26937,1.42818,0.19187,1.42820,0.18687,0.00,0.00,2.78663,1.14688,25.25544
1.77117,0.06381,-2.01750,-5.30938,1.17027,-0.19455,1.16555,-0.20215,0.00,0.00,2.77117,1.06381,25.25284
1.73371,0.01142,-1.74184,-3.08692,0.92719,-0.00993,0.92223,-0.00616,0.00,0.00,2.73371,1.01142,25.25073
1.67774,-0.01775,-2.94939,0.47180,0.98006,0.69638,0.97461,0.69975,0.00,0.00,2.67774,0.98225,25.25297
1.61668,-0.00477,-2.70249,0.20811,0.97884,0.66661,0.97997,0.66448,0.00,0.00,2.61668,0.99523,25.25283
1.59490,-0.05476,-1.06254,-3.07620,1.21915,0.09699,1.21923,0.09110,0.00,0.00,2.59490,0.94524,25.25321
1.58184,-0.14442,-1.64627,-5.73749,1.12728,-0.39578,1.12315,-0.40460,0.00,0.00,2.58184,0.85558,25.25293
1.53650,-0.15935,-2.89063,0.25239,1.15238,0.22290,1.15289,0.23552,0.00,0.00,2.56321,0.84380,25.25278
1.46000,-0.14327,-3.94122,1.50252,0.70472,0.78395,0.70454,0.79038,0.00,0.00,2.46000,0.85673,25.25175
1.41733,-0.11878,-1.66440,1.72752,1.03280,0.84030,1.03681,0.84284,0.00,0.00,2.41733,0.88122,25.25428
1.37174,-0.10521,-1.89560,0.57752,0.97260,0.66348,0.97435,0.66181,0.00,0.00,2.37174,0.89479,25.25277
1.31915,-0.09675,-2.63622,0.60065,0.83044,0.66846,0.83116,0.67104,0.00,0.00,2.31915,0.90325,25.25183
1.26371,-0.09836,-2.75749,0.24439,0.76168,0.58666,0.76028,0.58499,0.00,0.00,2.29029,0.90311,25.25099
1.19208,-0.07428,-3.78625,0.83871,0.58779,0.72703,0.58467,0.72461,0.00,0.00,2.19208,0.92572,25.25078
1.12857,-0.02644,-3.84503,3.33746,0.54821,1.16244,0.54498,1.16699,0.00,0.00,2.12857,0.97356,25.25382
1.05470,0.03498,-3.88062,2.22874,0.49215,1.22816,0.49100,1.22950,0.00,0.00,2.08893,1.01515,25.25418
0.95242,0.06587,-4.70621,0.86312,0.31239,0.82265,0.31353,0.81743,0.00,0.00,1.95242,1.06587,25.25040
0.91861,0.05691,-4.35440,1.79817,0.44551,0.56856,0.44823,0.56338,0.00,0.00,1.91861,1.05691,25.24945
0.78058,0.08690,-4.63061,1.22754,0.23395,0.88855,0.23341,0.89086,0.00,0.00,1.78058,1.08690,25.25072
0.69623,0.15813,-3.61311,4.86059,0.34627,1.52595,0.35097,1.53495,0.00,0.00,1.69623,1.15813,25.25698
0.60248,0.23656,-5.64436,3.17563,-0.01530,1.31190,-0.02038,1.30687,0.00,0.00,1.60248,1.23656,25.25403
0.50184,0.26001,-4.64564,0.25127,0.07980,0.84635,0.08144,0.83946,0.00,0.00,1.50184,1.26001,25.25019
0.42222,0.23203,-4.66127,-2.21434,0.03917,0.41924,0.03616,0.41499,0.00,0.00,1.42222,1.23203,25.24813
0.33271,0.21467,-3.49935,-0.52815,0.16336,0.67908,0.16906,0.68218,0.00,0.00,1.33271,1.21467,25.24936
0.24259,0.22610,-4.74060,1.07812,-0.07090,0.94924,-0.07249,0.95437,0.00,0.00,1.24259,1.22610,25.25098
0.20522,0.25334,-6.24876,0.08808,-0.32056,0.81704,-0.32730,0.80829,0.00,0.00,1.20522,1.25334,25.25038
0.06698,0.28014,-3.45069,-0.04632,0.03317,0.81106,0.03444,0.80312,0.00,0.00,1.06698,1.28014,25.24994
0.03812,0.27936,-3.31812,0.41875,0.01201,0.78028,0.01158,0.77966,0.00,0.00,1.03812,1.27936,25.24980
-0.07272,0.25563,-4.63688,-2.07435,-0.21862,0.45884,-0.22445,0.45303,0.00,0.00,0.92728,1.25563,25.24844
-0.14564,0.25674,-3.57752,0.22933,-0.10053,0.83133,-0.09932,0.83377,0.00,0.00,0.85436,1.25674,25.25017
-0.22324,0.27062,-3.98500,0.52997,-0.20262,0.89519,-0.20458,0.89213,0.00,0.00,0.77676,1.27062,25.25068
-0.30688,0.28296,-3.89561,0.79376,-0.23724,0.94138,-0.23569,0.94345,0.00,0.00,0.69312,1.28296,25.25109
-0.35879,0.23033,-2.98878,-3.03055,-0.05900,0.49227,-0.05537,0.48311,0.00,0.00,0.67008,1.26177,25.24837
-0.41415,0.17043,-2.57375,-3.24437,-0.08730,0.20702,-0.08647,0.20603,0.00,0.00,0.58585,1.17043,25.24765
-0.44572,0.15402,-1.86003,0.44557,0.00893,0.79836,0.00739,0.80440,0.00,0.00,0.55428,1.15402,25.24995
-0.48433,0.13444,-2.30874,-0.76683,-0.08239,0.59064,-0.08302,0.59199,0.00,0.00,0.51567,1.13444,25.24883
-0.51236,0.15535,-1.38252,2.06310,0.04549,1.06506,0.04622,1.07202,0.00,0.00,0.48764,1.15535,25.25189
-0.52767,0.10568,-0.68752,-2.15111,0.14087,0.26202,0.14282,0.24563,0.00,0.00,0.47341,1.12926,25.24777
