-0.43140,-0.13430,0.35000,0.15000, , , , , , , 
2.95038,-0.88461,0.97297,0.02641,1.19295,-0.32136,1.40456,-0.37784,2.95038,-0.88461,25.25558
2.95546,-0.87979,0.90325,0.01745,1.36579,-0.36882,1.39737,-0.37697,2.95546,-0.87979,25.25550
2.95546,-0.87979,0.66112,-0.20099,1.36407,-0.40088,1.36509,-0.40629,2.95546,-0.87979,25.25524
2.96027,-0.88486,0.65583,-0.09571,1.36407,-0.40088,1.36509,-0.40629,2.95546,-0.87979,25.25524
2.96027,-0.88486,0.52112,0.27265,1.36498,-0.39553,1.36635,-0.39435,2.96027,-0.88486,25.25522
2.96053,-0.87498,0.40712,0.57981,1.33453,-0.30756,1.33239,-0.29943,2.96053,-0.87498,25.25462
2.96560,-0.87017,0.50081,0.63368,1.33453,-0.30756,1.33239,-0.29943,2.96053,-0.87498,25.25462
2.96105,-0.85521,0.31119,1.03231,1.34481,-0.29288,1.34710,-0.29012,2.96560,-0.87017,25.25476
2.94154,-0.84481,-1.25985,1.18271,1.32303,-0.23969,1.31937,-0.23018,2.96105,-0.85521,25.25435
2.91721,-0.82934,-2.24855,1.30879,1.13327,-0.21072,1.09993,-0.20554,2.94154,-0.84481,25.25227
2.90810,-0.79942,-1.33170,2.91064,1.06181,0.01118,1.07554,0.04601,2.90810,-0.79942,25.25192
2.89900,-0.76951,-0.98376,3.20030,1.06181,0.01118,1.07554,0.04601,2.90810,-0.79942,25.25192
2.89971,-0.74010,-0.30739,2.67313,1.19470,0.04649,1.20940,0.03970,2.89971,-0.74010,25.25309
2.90998,-0.72109,0.66719,2.71011,1.32243,0.05193,1.34462,0.05286,2.90998,-0.72109,25.25442
2.92539,-0.69703,1.25782,2.47496,1.41466,0.03472,1.43050,0.03167,2.92539,-0.69703,25.25533
2.93099,-0.67245,0.92799,2.25115,1.39290,0.01561,1.38865,0.01223,2.93099,-0.67245,25.25488
2.93158,-0.65243,0.27008,2.27655,1.31475,0.02298,1.30063,0.02427,2.93158,-0.65243,25.25397
2.92228,-0.63215,-0.45441,1.94247,1.31475,0.02298,1.30063,0.02427,2.93158,-0.65243,25.25397
2.91289,-0.61171,-0.91692,1.85483,1.14599,-0.01356,1.13326,-0.01478,2.91289,-0.61171,25.25240
2.91341,-0.59194,-0.63842,1.83190,1.14599,-0.01356,1.13326,-0.01478,2.91289,-0.61171,25.25240
2.90886,-0.57699,-0.66524,1.77425,1.16581,-0.01053,1.16530,-0.01063,2.90886,-0.57699,25.25268
2.88929,-0.56683,-1.34899,1.59047,1.08035,-0.02787,1.06510,-0.03092,2.88929,-0.56683,25.25183
2.87516,-0.54212,-1.52416,1.79546,1.08035,-0.02787,1.06510,-0.03092,2.88929,-0.56683,25.25183
2.87516,-0.54212,-1.38108,1.96072,1.05299,0.02533,1.05469,0.02944,2.87516,-0.54212,25.25174
2.84637,-0.50213,-1.36153,2.32019,1.04626,0.08453,1.04497,0.09495,2.84637,-0.50213,25.25169
2.83701,-0.48210,-1.00772,2.35610,1.08221,0.10486,1.08845,0.10841,2.83701,-0.48210,25.25206
2.84261,-0.45752,-0.51141,2.19597,1.08221,0.10486,1.08845,0.10841,2.83701,-0.48210,25.25206
2.83833,-0.43268,-0.33687,2.41807,1.14631,0.09864,1.15747,0.09750,2.84261,-0.45752,25.25265
2.83383,-0.41748,-0.59986,2.17918,1.14680,0.11551,1.14184,0.11252,2.83383,-0.41748,25.25252
2.83446,-0.39785,-0.52848,2.06257,1.15106,0.10689,1.15168,0.10533,2.83446,-0.39785,25.25260
2.83499,-0.37808,-0.40802,2.06251,1.15106,0.10689,1.15168,0.10533,2.83446,-0.39785,25.25260
2.82537,-0.36793,-0.62279,1.29063,1.16564,0.11284,1.16809,0.11384,2.83499,-0.37808,25.25276
2.82550,-0.35815,-0.61254,1.12904,1.13979,0.02934,1.13500,0.01460,2.82537,-0.36793,25.25241
2.81103,-0.34317,-1.01551,1.38346,1.08542,0.03239,1.07612,0.03774,2.81103,-0.34317,25.25192
2.79634,-0.33782,-1.66815,0.47010,1.08542,0.03239,1.07612,0.03774,2.81103,-0.34317,25.25192
2.77653,-0.33753,-1.86388,-0.24101,0.99777,-0.06535,0.98221,-0.08258,2.79634,-0.33782,25.25120
2.76130,-0.35196,-1.71114,-0.65718,0.95502,-0.16108,0.94757,-0.17793,2.77653,-0.33753,25.25103
2.74153,-0.35142,-1.67618,-0.26535,0.96046,-0.22824,0.96170,-0.24002,2.76130,-0.35196,25.25123
2.73672,-0.34635,-1.07674,-0.15438,1.02432,-0.17363,1.03607,-0.17009,2.73672,-0.34635,25.25170
2.73138,-0.36104,-0.91190,-0.79282,1.05112,-0.24894,1.05622,-0.26214,2.73138,-0.36104,25.25201
2.73138,-0.36104,-0.40624,-0.51556,1.11286,-0.22858,1.12397,-0.22490,2.73138,-0.36104,25.25251
2.73138,-0.36104,0.00305,-0.40441,1.16885,-0.21284,1.17887,-0.20997,2.73138,-0.36104,25.25297
2.73138,-0.36104,0.02881,0.01343,1.18019,-0.16278,1.18215,-0.15388,2.73138,-0.36104,25.25292
2.73125,-0.36114,0.16603,0.09915,1.19750,-0.14553,1.20048,-0.14242,2.73125,-0.36114,25.25308
2.72600,-0.37597,-0.04466,-0.86739,1.17412,-0.25871,1.17044,-0.27856,2.72600,-0.37597,25.25302
2.73054,-0.39093,-0.41375,-1.59719,1.13015,-0.36448,1.12342,-0.38299,2.73054,-0.39093,25.25287
2.71531,-0.40535,-1.03178,-1.66425,1.04742,-0.39329,1.03389,-0.39824,2.71531,-0.40535,25.25217
2.68993,-0.42940,-1.92811,-1.87356,0.92338,-0.43033,0.90268,-0.43674,2.68993,-0.42940,25.25132
2.68993,-0.42940,-2.14354,-2.18764,0.88018,-0.47173,0.87397,-0.47891,2.68993,-0.42940,25.25127
2.65413,-0.47294,-1.88352,-2.17533,0.89026,-0.49251,0.89358,-0.49604,2.65413,-0.47294,25.25146
2.63368,-0.49227,-1.92886,-2.17179,0.87910,-0.50231,0.87871,-0.50390,2.63368,-0.49227,25.25139
2.61841,-0.50692,-1.62566,-1.77933,0.90643,-0.46435,0.91258,-0.45752,2.61841,-0.50692,25.25146
2.61836,-0.50714,-0.60742,-0.61406,1.02675,-0.32571,1.04852,-0.30114,2.61836,-0.50714,25.25203
2.61844,-0.50728,-0.18410,-0.41444,1.09315,-0.28218,1.10529,-0.27439,2.61844,-0.50728,25.25244
2.61844,-0.50728,0.03026,-0.12389,1.12758,-0.24248,1.13391,-0.23539,2.61844,-0.50728,25.25261
2.62806,-0.51743,0.47902,-0.61033,1.18750,-0.29578,1.19866,-0.30505,2.62806,-0.51743,25.25334
2.62797,-0.51730,0.49946,-0.61305,1.19879,-0.30404,1.20137,-0.30536,2.62797,-0.51730,25.25336
2.62743,-0.53707,0.20134,-1.44822,1.16626,-0.40786,1.16187,-0.42600,2.62743,-0.53707,25.25334
2.62716,-0.54695,0.16076,-1.34944,1.16626,-0.40786,1.16187,-0.42600,2.62743,-0.53707,25.25334
2.62689,-0.55683,-0.10015,-0.94937,1.12532,-0.37493,1.12072,-0.36757,2.62689,-0.55683,25.25280
2.61674,-0.56645,-0.80039,-1.15427,1.03696,-0.39572,1.02243,-0.39925,2.61674,-0.56645,25.25208
2.60667,-0.57620,-1.16649,-0.88687,0.97822,-0.37189,0.96871,-0.36757,2.60667,-0.57620,25.25158
2.59673,-0.57616,-1.19914,-0.54942,0.96204,-0.32977,0.95980,-0.32225,2.59673,-0.57616,25.25140
2.57168,-0.58073,-1.75768,-0.20746,0.88667,-0.28610,0.87378,-0.27832,2.57168,-0.58073,25.25069
2.55186,-0.58040,-2.02516,-0.08026,0.83756,-0.26490,0.82923,-0.26111,2.55186,-0.58040,25.25036
2.53684,-0.58515,-1.69230,-0.51155,0.86268,-0.31270,0.86769,-0.32106,2.53684,-0.58515,25.25075
2.51707,-0.58461,-1.72668,-0.27391,0.85528,-0.29254,0.85441,-0.28892,2.51707,-0.58461,25.25058
2.50718,-0.58433,-1.43636,-0.29152,0.88368,-0.29143,0.88916,-0.29116,2.50718,-0.58433,25.25082
2.49735,-0.58384,-1.02908,-0.03977,0.93083,-0.26234,0.93949,-0.25714,2.49735,-0.58384,25.25110
2.48747,-0.58357,-1.30012,0.06419,0.90334,-0.24601,0.89878,-0.24307,2.48747,-0.58357,25.25079
2.47758,-0.58330,-1.02864,-0.34354,0.92658,-0.29001,0.93118,-0.29769,2.47758,-0.58330,25.25113
2.46770,-0.58303,-0.71710,0.07370,0.96201,-0.24888,0.96855,-0.24155,2.46770,-0.58303,25.25129
2.46289,-0.57795,-0.63628,0.74434,0.97478,-0.16429,0.97706,-0.14932,2.46289,-0.57795,25.25121
2.45863,-0.55310,-0.70763,1.57806,0.97478,-0.16429,0.97706,-0.14932,2.46289,-0.57795,25.25121
2.45890,-0.54321,-0.62293,1.56847,0.96699,-0.04732,0.96549,-0.02667,2.45863,-0.55310,25.25105
2.44902,-0.54294,-0.81365,0.43792,0.95149,-0.15319,0.94732,-0.17536,2.44902,-0.54294,25.25103
2.44902,-0.54294,-0.47545,0.26896,0.98648,-0.19137,0.99280,-0.19804,2.44902,-0.54294,25.25140
2.44448,-0.52798,-0.39949,0.72763,0.99873,-0.13925,1.00087,-0.13001,2.44448,-0.52798,25.25138
2.44476,-0.51809,-0.55472,0.99304,0.98295,-0.09750,0.98009,-0.09011,2.44476,-0.51809,25.25118
2.44476,-0.51809,-0.33202,0.28212,1.00601,-0.17240,1.01018,-0.18556,2.44476,-0.51809,25.25151
2.45011,-0.50340,0.52605,0.69675,1.10938,-0.13091,1.12754,-0.12355,2.45011,-0.50340,25.25241
2.45033,-0.49373,0.03397,0.93645,1.06880,-0.09378,1.06151,-0.08720,2.45033,-0.49373,25.25182
2.45596,-0.46915,-0.12178,1.95300,1.04699,0.03684,1.04300,0.05988,2.45596,-0.46915,25.25166
2.45596,-0.46915,-0.47601,2.43299,1.04699,0.03684,1.04300,0.05988,2.45596,-0.46915,25.25166
2.44658,-0.44932,-0.13347,1.63867,1.00329,0.11123,0.99554,0.12432,2.45596,-0.46915,25.25133
2.44764,-0.40999,-0.31291,2.17714,1.01666,0.10404,1.01383,0.11549,2.44764,-0.40999,25.25146
