-0.54000,-0.14000,-0.54000,-0.14000,0.15000,0.02500, , , , , 
0.54151,-0.88761,-1.22187,-0.15406,0.00,0.00,0.11832,-0.48836,0.12158,-0.50086,0.54151,-0.88761,25.24848
0.54454,-0.89395,-0.37501,-0.31523,0.00,0.00,0.24153,-0.53179,0.24205,-0.52900,0.54454,-0.89395,25.24876
0.52169,-0.88928,0.46791,-0.48476,0.00,0.00,0.34150,-0.54610,0.34800,-0.54803,0.52169,-0.88928,25.24908
0.50318,-0.86722,-1.31101,1.39224,0.00,0.00,0.20156,-0.37217,0.19706,-0.36738,0.51862,-0.88300,25.24813
0.51462,-0.83804,0.11139,2.11294,0.00,0.00,0.29548,-0.16219,0.29354,-0.15672,0.51462,-0.83804,25.24788
0.53984,-0.79436,1.37019,1.82514,0.00,0.00,0.48229,-0.17173,0.48343,-0.17342,0.53984,-0.79436,25.24847
0.58501,-0.78742,2.50020,0.50086,0.00,0.00,0.66595,-0.35491,0.66652,-0.35503,0.58501,-0.78742,25.24965
0.58519,-0.74050,1.51281,1.91581,0.00,0.00,0.19769,-0.04985,0.19087,-0.04970,0.58519,-0.74050,25.24761
0.61369,-0.72515,0.96016,-1.07787,0.00,0.00,0.46393,-0.53376,0.46683,-0.54242,0.61369,-0.72515,25.24943
0.60742,-0.71264,-1.08678,0.02124,0.00,0.00,0.21656,-0.36518,0.21146,-0.36668,0.61681,-0.71576,25.24815
0.60112,-0.66886,-0.29779,0.52526,0.00,0.00,0.28503,-0.27469,0.28309,-0.28764,0.60112,-0.66886,25.24809
0.61849,-0.65162,0.15170,0.40452,0.00,0.00,0.37989,-0.26795,0.37661,-0.27181,0.61849,-0.65162,25.24829
0.63712,-0.62651,1.51754,1.85527,0.00,0.00,0.54938,-0.08184,0.55650,-0.07857,0.63712,-0.62651,25.24867
0.66997,-0.59325,1.93731,1.99972,0.00,0.00,0.63232,-0.04123,0.63283,-0.04062,0.66997,-0.59325,25.24901
0.72957,-0.63364,2.56877,-2.11863,0.00,0.00,0.81101,-0.77552,0.81181,-0.78225,0.72957,-0.63364,25.25232
0.79325,-0.64771,1.11234,0.51158,0.00,0.00,0.81780,-0.37156,0.81875,-0.37045,0.78590,-0.65217,25.25056
0.82441,-0.63183,0.18723,-0.08477,0.00,0.00,0.48067,-0.34703,0.47182,-0.35303,0.82441,-0.63183,25.24879
0.77749,-0.63219,-2.42520,0.41522,0.00,0.00,0.08271,-0.28664,0.08036,-0.28325,0.77749,-0.63219,25.24779
0.78142,-0.55830,1.43671,2.49089,0.00,0.00,0.56425,0.09619,0.57290,0.08959,0.78142,-0.55830,25.24875
0.79099,-0.57697,-0.03697,0.39865,0.00,0.00,0.42587,-0.26132,0.42216,-0.25574,0.79099,-0.57697,25.24840
0.79784,-0.57284,0.61937,-0.48312,0.00,0.00,0.51660,-0.37445,0.51808,-0.37693,0.79784,-0.57284,25.24903
0.83593,-0.61621,1.12970,-3.55381,0.00,0.00,0.60976,-0.82984,0.61271,-0.83011,0.83593,-0.61621,25.25154
0.87459,-0.72218,1.75599,-4.45689,0.00,0.00,0.72062,-1.01442,0.72367,-1.01362,0.87459,-0.72218,25.25339
0.89281,-0.79829,-0.46209,-0.71929,0.00,0.00,0.60007,-0.90295,0.60327,-0.90217,0.89901,-0.79515,25.25197
0.89372,-0.86086,-0.24883,-3.72627,0.00,0.00,0.44795,-0.98215,0.45107,-0.98634,0.89372,-0.86086,25.25197
0.85906,-0.90267,-3.55187,-0.75781,0.00,0.00,0.05457,-0.65668,0.04503,-0.64737,0.89653,-0.89914,25.24908
0.79956,-0.90985,-2.81428,-0.62366,0.00,0.00,0.03782,-0.57835,0.03786,-0.57860,0.79956,-0.90985,25.24875
0.70414,-0.93516,-5.12394,-1.68497,0.00,0.00,-0.33691,-0.74042,-0.33851,-0.74079,0.70414,-0.93516,25.25001
0.59473,-0.93654,-6.86868,0.12589,0.00,0.00,-0.63852,-0.48794,-0.64157,-0.48803,0.59473,-0.93654,25.24995
0.41070,-0.97661,-10.18660,-2.56182,0.00,0.00,-1.20402,-0.88560,-1.21124,-0.88553,0.41070,-0.97661,25.25605
0.14741,-1.01122,-8.69359,-1.92724,0.00,0.00,-1.19585,-0.79569,-1.20155,-0.79646,0.23157,-0.99112,25.25540
-0.01568,-0.98565,-8.25429,2.97749,0.00,0.00,-1.16364,-0.12881,-1.16394,-0.11536,-0.01568,-0.98565,25.25272
-0.13890,-0.98787,-4.99521,0.23199,0.00,0.00,-0.80251,-0.51658,-0.79630,-0.51469,-0.09198,-0.98704,25.25091
-0.29033,-0.90932,-7.82333,3.82297,0.00,0.00,-1.26880,0.08023,-1.26908,0.08083,-0.21461,-0.94859,25.25368
-0.41699,-0.90612,-5.60051,-1.47801,0.00,0.00,-1.01511,-0.60998,-1.01282,-0.62125,-0.36260,-0.89184,25.25287
-0.55834,-0.87762,-7.63384,0.90126,0.00,0.00,-1.18388,-0.18280,-1.18457,-0.18059,-0.47691,-0.88228,25.25298
-0.68577,-0.92080,-4.92451,-4.98165,0.00,0.00,-1.57001,-0.25336,-1.57036,-0.25314,-0.64009,-0.85733,25.25718
-0.76402,-0.89156,-5.26056,3.16380,0.00,0.00,-1.14045,-0.05205,-1.14883,-0.03849,-0.76402,-0.89156,25.25254
-0.86820,-0.84371,-4.95295,1.12573,0.00,0.00,-1.16389,-0.28842,-1.16278,-0.29788,-0.86820,-0.84371,25.25299
-0.91510,-0.79877,-2.87472,3.37377,0.00,0.00,-0.89574,0.03814,-0.89629,0.04000,-0.91510,-0.79877,25.25056
-0.93834,-0.73980,-2.37447,1.74509,0.00,0.00,-0.82925,-0.14667,-0.83919,-0.15515,-0.93834,-0.73980,25.25026
-0.99999,-0.78791,-2.50052,-2.37495,0.00,0.00,-0.89022,-0.75784,-0.89383,-0.75772,-0.99999,-0.78791,25.25271
-1.07282,-0.78348,-4.50647,2.21723,0.00,0.00,-0.69236,-0.34993,-0.69281,-0.34810,-1.02225,-0.80415,25.24977
-1.15679,-0.80430,-4.38815,-2.31410,0.00,0.00,-1.12709,-0.49870,-1.12882,-0.49904,-1.11355,-0.78135,25.25330
-1.21584,-0.84258,-3.18760,-1.75007,0.00,0.00,-1.10243,-0.69966,-1.10670,-0.69969,-1.21584,-0.84258,25.25402
-1.28759,-0.85662,-3.33993,-2.82693,0.00,0.00,-1.31723,-0.15755,-1.31853,-0.15495,-1.26025,-0.81848,25.25424
-1.34968,-0.87378,-2.94379,-0.41574,0.00,0.00,-1.07960,-0.76036,-1.08405,-0.75994,-1.31849,-0.87300,25.25416
-1.40202,-0.90943,-3.10972,-1.51452,0.00,0.00,-1.06287,-0.80655,-1.06779,-0.80795,-1.36785,-0.89924,25.25431
-1.51622,-0.97792,-4.97925,-2.29356,0.00,0.00,-1.52746,-0.87477,-1.53045,-0.86887,-1.46678,-0.95173,25.25927
-1.61471,-1.10637,-4.40447,-5.50033,0.00,0.00,-1.49247,-1.37575,-1.50933,-1.36617,-1.61471,-1.10637,25.26316
-1.74821,-1.15314,-7.06252,-0.59048,0.00,0.00,-1.89877,-0.78799,-1.90663,-0.77547,-1.68566,-1.15174,25.26363
-1.83229,-1.17389,-4.54587,-0.88618,0.00,0.00,-1.58738,-0.76399,-1.59548,-0.76228,-1.78864,-1.16666,25.25940
-1.96321,-1.19558,-7.51974,-0.71234,0.00,0.00,-2.03226,-0.76308,-2.04615,-0.75974,-1.88830,-1.18765,25.26565
-2.05817,-1.30055,-4.87498,-5.35888,0.00,0.00,-1.79346,-1.44824,-1.82197,-1.45065,-2.05817,-1.30055,25.26793
-2.14374,-1.39314,-4.37644,-4.81815,0.00,0.00,-1.77117,-1.43081,-1.79835,-1.42950,-2.14374,-1.39314,25.26738
-2.22307,-1.49793,-3.94597,-6.75238,0.00,0.00,-1.75368,-1.74341,-1.79362,-1.75176,-2.22307,-1.49793,25.27108
-2.36076,-1.55240,-7.62099,0.10665,0.00,0.00,-2.33354,-0.85579,-2.34903,-0.83645,-2.36076,-1.55240,25.27116
-2.42038,-1.54427,-4.15728,-3.60060,0.00,0.00,-1.48203,-0.81994,-1.47542,-0.82218,-2.42038,-1.54427,25.25835
-2.55492,-1.54397,-4.85034,3.10420,0.00,0.00,-2.05522,-0.41161,-2.05985,-0.39863,-2.55492,-1.54397,25.26436
-2.64314,-1.51167,-2.92095,-1.03864,0.00,0.00,-2.40536,0.00851,-2.40438,0.00966,-2.62165,-1.49246,25.26971
-2.68060,-1.51559,-2.89154,0.28967,0.00,0.00,-1.49843,-0.84342,-1.50570,-0.84278,-2.64314,-1.51167,25.25882
-2.76280,-1.47995,-4.83438,0.03409,0.00,0.00,-2.16224,-0.77958,-2.17752,-0.79319,-2.76280,-1.47995,25.26795
-2.83005,-1.54715,-3.68408,-2.35973,0.00,0.00,-2.04315,-1.17156,-2.06381,-1.16410,-2.83005,-1.54715,25.26873
-2.88094,-1.49573,-2.50149,2.20538,0.00,0.00,-1.89201,-0.49598,-1.89415,-0.49723,-2.85232,-1.51986,25.26216
-2.89320,-1.51748,0.45037,-2.20377,0.00,0.00,-1.50688,-1.12023,-1.51326,-1.12698,-2.89320,-1.51748,25.26099
