-0.40000,-0.16000,-0.40000,-0.16000,0.10000,0.05000, , , , ,
-9.41716,-0.72872,0.00,0.00,-0.83812,3.84750,0.00,0.00,-3.70592,0.30791,-3.89502,0.32261,-9.41716,-0.72872,25.30622
-9.41685,-0.69387,0.00,0.00,-0.00838,3.00848,0.00,0.00,-3.76497,0.20901,-3.76113,0.20293,-9.41685,-0.69387,25.30208
-9.41658,-0.66656,0.00,0.00,-0.37133,3.06196,0.00,0.00,-3.82299,0.22257,-3.81897,0.22229,-9.41658,-0.66656,25.30379
-9.41482,-0.64017,0.00,0.00,-0.18934,3.00062,0.00,0.00,-3.79641,0.22407,-3.78934,0.22305,-9.41482,-0.64017,25.30293
-9.42855,-0.61278,0.00,0.00,-1.05377,2.75251,0.00,0.00,-3.93907,0.19553,-3.93186,0.19437,-9.42855,-0.61278,25.30714
-9.42842,-0.59186,0.00,0.00,-0.25804,2.25503,0.00,0.00,-3.81898,0.12763,-3.80468,0.12351,-9.42842,-0.59186,25.30327
-9.42132,-0.57100,0.00,0.00,0.92554,1.69318,0.00,0.00,-3.63037,0.04677,-3.61329,0.04234,-9.42132,-0.57100,25.29775
-9.40718,-0.54377,0.00,0.00,1.18488,3.29631,0.00,0.00,-3.57615,0.29674,-3.56894,0.30869,-9.40718,-0.54377,25.29682
-9.28000,-0.47815,0.00,0.00,8.32168,4.78848,0.00,0.00,-2.41324,0.55431,-2.38441,0.57388,-9.28000,-0.47815,25.27050
-9.18168,-0.46640,0.00,0.00,9.87072,2.24726,0.00,0.00,-2.32357,0.61135,-2.32355,0.61332,-9.28000,-0.47815,25.26956
-9.11154,-0.48710,0.00,0.00,7.18621,-2.22190,0.00,0.00,-2.08718,0.15254,-2.07364,0.12823,-9.18168,-0.46640,25.26406
-9.09114,-0.53911,0.00,0.00,2.65936,-5.43909,0.00,0.00,-2.51701,-0.57889,-2.54444,-0.61614,-9.11154,-0.48710,25.27369
-9.05983,-0.55943,0.00,0.00,3.09222,-2.99064,0.00,0.00,-3.13476,-0.72231,-3.13614,-0.70013,-9.05983,-0.55943,25.28694
-9.03896,-0.53045,0.00,0.00,2.62405,1.97822,0.00,0.00,-3.19177,0.06603,-3.19104,0.10401,-9.03896,-0.53045,25.28670
-8.98259,-0.51008,0.00,0.00,5.48812,2.60728,0.00,0.00,-3.20396,0.17380,-3.20037,0.17891,-9.03896,-0.53045,25.28700
-8.91970,-0.49138,0.00,0.00,6.42801,2.06232,0.00,0.00,-2.69501,0.21359,-2.66627,0.21521,-8.98259,-0.51008,25.27498
-8.85628,-0.51445,0.00,0.00,6.49928,-1.48688,0.00,0.00,-2.53733,0.12890,-2.52687,0.12420,-8.91970,-0.49138,25.27209
-8.78406,-0.54068,0.00,0.00,6.83749,-2.32112,0.00,0.00,-2.42386,-0.58167,-2.42377,-0.58657,-8.78406,-0.54068,25.27127
-8.71372,-0.54139,0.00,0.00,7.66212,0.32554,0.00,0.00,-2.26731,-0.18598,-2.25825,-0.16421,-8.71372,-0.54139,25.26718
-8.60884,-0.47863,0.00,0.00,9.94287,5.45951,0.00,0.00,-2.24791,-0.12458,-2.24542,-0.12116,-8.71372,-0.54139,25.26691
-8.48265,-0.39427,0.00,0.00,12.99755,8.63834,0.00,0.00,-1.82020,0.75399,-1.82447,0.75907,-8.60884,-0.47863,25.26237
-8.32201,-0.33068,0.00,0.00,15.95310,6.96576,0.00,0.00,-1.29570,1.24183,-1.28332,1.26658,-8.48265,-0.39427,25.25981
-8.13975,-0.30830,0.00,0.00,18.83453,2.53341,0.00,0.00,-0.26834,0.31621,-0.24252,0.28202,-8.13975,-0.30830,25.24799
-7.97136,-0.30046,0.00,0.00,17.71585,0.94221,0.00,0.00,-0.34650,0.04001,-0.35400,0.03057,-7.97136,-0.30046,25.24795
-7.82393,-0.29826,0.00,0.00,15.42653,0.53255,0.00,0.00,-0.37461,0.01330,-0.37608,0.01189,-7.97136,-0.30046,25.24800
-7.69108,-0.26177,0.00,0.00,13.50239,3.14408,0.00,0.00,-0.67969,-0.03618,-0.69570,-0.03878,-7.82393,-0.29826,25.24933
-7.55129,-0.20573,0.00,0.00,14.15815,5.45957,0.00,0.00,-0.93021,0.41676,-0.94465,0.44046,-7.69108,-0.26177,25.25163
-7.55129,-0.20573,0.00,0.00,15.82408,9.51022,0.00,0.00,-0.50180,1.40756,-0.49640,1.43879,-7.55129,-0.20573,25.25634
-7.39725,-0.11603,0.00,0.00,19.65449,10.27073,0.00,0.00,0.15619,1.59358,0.18946,1.59627,-7.39725,-0.11603,25.25739
-7.02663,0.00815,0.00,0.00,18.82092,3.67458,0.00,0.00,0.31440,1.63914,0.32941,1.64082,-7.20186,-0.01947,25.25822
-6.87295,0.06490,0.00,0.00,16.15758,5.86987,0.00,0.00,0.18813,0.54276,0.18180,0.48503,-7.02663,0.00815,25.24849
-6.71918,0.17751,0.00,0.00,15.65283,11.07807,0.00,0.00,-0.18502,0.98747,-0.20624,1.01071,-6.87295,0.06490,25.25155
-6.71918,0.17751,0.00,0.00,20.35028,16.17578,0.00,0.00,0.53060,2.61995,0.60032,2.65601,-6.71918,0.17751,25.27585
-6.51730,0.33852,0.00,0.00,20.86975,16.68238,0.00,0.00,0.73138,2.80378,0.77828,2.80078,-6.51730,0.33852,25.27972
-6.09934,0.66087,0.00,0.00,21.77495,16.40620,0.00,0.00,0.80977,2.86660,0.86763,2.86574,-6.31506,0.49998,25.28162
-5.88963,0.73868,0.00,0.00,21.81775,9.23156,0.00,0.00,1.04622,2.88393,1.12924,2.88021,-6.09934,0.66087,25.28371
-5.72178,0.78275,0.00,0.00,17.76255,4.33919,0.00,0.00,1.12983,1.71946,1.15799,1.65683,-5.88963,0.73868,25.26297
-5.72178,0.78275,0.00,0.00,14.05450,10.06714,0.00,0.00,-0.00889,1.87980,-0.04114,1.92276,-5.72178,0.78275,25.26169
-5.58926,0.88940,0.00,0.00,13.69117,10.74317,0.00,0.00,-0.04477,2.07371,-0.04663,2.07331,-5.58926,0.88940,25.26401
-5.35321,1.18499,0.00,0.00,10.87504,18.79368,0.00,0.00,0.00477,2.11607,0.00764,2.11685,-5.45670,0.99601,25.26470
-5.19306,1.26126,0.00,0.00,16.07812,9.32856,0.00,0.00,-0.42373,3.53501,-0.49480,3.60233,-5.35321,1.18499,25.29821
-5.02553,1.28908,0.00,0.00,17.46890,3.92391,0.00,0.00,0.53269,1.91787,0.59814,1.83163,-5.19306,1.26126,25.26167
-4.90683,1.32420,0.00,0.00,12.55531,3.49861,0.00,0.00,0.08306,1.09077,0.04653,1.08926,-4.90683,1.32420,25.25203
-4.79542,1.38093,0.00,0.00,11.21805,5.35624,0.00,0.00,-0.11852,1.39339,-0.12515,1.40894,-4.79542,1.38093,25.25515
