-0.42100,-0.14700,-0.42100,-0.14700,0.05000,0.02000, , , , ,
-0.73199,-0.60131,0.00,0.00,-3.98109,0.88172,0.00,0.00,-0.87552,-0.12107,-0.89338,-0.12351,-0.73199,-0.60131,25.25059
-0.78420,-0.59110,0.00,0.00,-5.49620,1.81017,0.00,0.00,-1.13778,0.01706,-1.13787,0.01723,-0.78420,-0.59110,25.25244
-0.81152,-0.60639,0.00,0.00,-2.75687,-1.49172,0.00,0.00,-0.75473,-0.46474,-0.74811,-0.47448,-0.81152,-0.60639,25.25047
-0.84784,-0.58934,0.00,0.00,-3.49814,1.43018,0.00,0.00,-0.87102,-0.03845,-0.87108,-0.03787,-0.84784,-0.58934,25.25038
-0.90612,-0.57613,0.00,0.00,-6.30546,1.00108,0.00,0.00,-1.30782,-0.09531,-1.30813,-0.09534,-0.90612,-0.57613,25.25408
-0.94687,-0.57445,0.00,0.00,-4.25514,0.75063,0.00,0.00,-1.02981,-0.13078,-1.02411,-0.13146,-0.94687,-0.57445,25.25156
-1.00131,-0.55539,0.00,0.00,-5.06048,1.49813,0.00,0.00,-1.16273,-0.01594,-1.16520,-0.01359,-1.00131,-0.55539,25.25268
-1.05574,-0.53634,0.00,0.00,-6.05999,2.18578,0.00,0.00,-1.33184,0.09328,-1.33502,0.09546,-1.05574,-0.53634,25.25435
-1.11515,-0.51413,0.00,0.00,-5.43906,2.31218,0.00,0.00,-1.26913,0.12341,-1.26885,0.12338,-1.11515,-0.51413,25.25371
-1.16406,-0.50004,0.00,0.00,-5.56219,1.75141,0.00,0.00,-1.30768,0.04705,-1.30739,0.04691,-1.16406,-0.50004,25.25404
-1.21732,-0.46669,0.00,0.00,-5.50016,2.80985,0.00,0.00,-1.32075,0.21318,-1.32113,0.21646,-1.21732,-0.46669,25.25435
-1.26030,-0.45624,0.00,0.00,-4.19078,1.37859,0.00,0.00,-1.15011,0.01463,-1.14640,0.01057,-1.26030,-0.45624,25.25251
-1.30330,-0.44587,0.00,0.00,-4.37454,1.18798,0.00,0.00,-1.18965,-0.01122,-1.19020,-0.01174,-1.30330,-0.44587,25.25291
-1.34178,-0.44202,0.00,0.00,-3.81391,-0.30875,0.00,0.00,-1.12564,-0.23119,-1.12577,-0.23139,-1.34178,-0.44202,25.25253
-1.36942,-0.43381,0.00,0.00,-3.25141,0.93438,0.00,0.00,-1.05459,-0.04552,-1.05432,-0.04526,-1.36942,-0.43381,25.25174
-1.40172,-0.44722,0.00,0.00,-3.06297,-1.55626,0.00,0.00,-1.04066,-0.40962,-1.04157,-0.41690,-1.40172,-0.44722,25.25229
-1.45208,-0.44995,0.00,0.00,-5.24453,-0.44030,0.00,0.00,-1.37544,-0.25726,-1.38254,-0.25400,-1.45208,-0.44995,25.25505
-1.50244,-0.45268,0.00,0.00,-5.18764,-0.12579,0.00,0.00,-1.39472,-0.21003,-1.39516,-0.20895,-1.50244,-0.45268,25.25511
-1.53493,-0.42543,0.00,0.00,-3.06781,2.49344,0.00,0.00,-1.09759,0.18691,-1.09727,0.18736,-1.53493,-0.42543,25.25222
-1.56141,-0.40174,0.00,0.00,-3.06251,2.49998,0.00,0.00,-1.10754,0.19836,-1.10767,0.19829,-1.56141,-0.40174,25.25233
-1.58662,-0.40321,0.00,0.00,-2.50141,0.00625,0.00,0.00,-1.03711,-0.16149,-1.03573,-0.16878,-1.58662,-0.40321,25.25169
-1.61782,-0.40103,0.00,0.00,-3.06110,0.37408,0.00,0.00,-1.12920,-0.11480,-1.13097,-0.11380,-1.61782,-0.40103,25.25243
-1.62747,-0.40336,0.00,0.00,-0.88047,0.31265,0.00,0.00,-0.82088,-0.12367,-0.81460,-0.12383,-1.62747,-0.40336,25.25007
-1.64197,-0.38667,0.00,0.00,-1.43611,1.80875,0.00,0.00,-0.90227,0.10280,-0.90234,0.10307,-1.64197,-0.38667,25.25063
-1.64307,-0.40227,0.00,0.00,0.24578,-1.67876,0.00,0.00,-0.65593,-0.41545,-0.65641,-0.41607,-1.64307,-0.40227,25.24978
-1.63209,-0.42488,0.00,0.00,0.74874,-2.31092,0.00,0.00,-0.57862,-0.51652,-0.57819,-0.51851,-1.63209,-0.42488,25.24977
-1.63209,-0.42488,0.00,0.00,-0.12282,0.36829,0.00,0.00,-0.70263,-0.13257,-0.70519,-0.12472,-1.63209,-0.42488,25.24943
-1.64444,-0.37709,0.00,0.00,-1.06015,4.98842,0.00,0.00,-0.84524,0.56040,-0.85017,0.57439,-1.64444,-0.37709,25.25149
-1.65429,-0.33878,0.00,0.00,-1.00015,3.44138,0.00,0.00,-0.84349,0.36355,-0.84423,0.36317,-1.65429,-0.33878,25.25070
-1.65214,-0.30767,0.00,0.00,0.05984,3.49985,0.00,0.00,-0.68696,0.38493,-0.68747,0.38488,-1.65214,-0.30767,25.24984
-1.65341,-0.28253,0.00,0.00,0.00015,2.44016,0.00,0.00,-0.69588,0.24266,-0.69632,0.23972,-1.65341,-0.28253,25.24954
-1.65123,-0.25133,0.00,0.00,-0.43641,3.24798,0.00,0.00,-0.75805,0.36906,-0.76004,0.37157,-1.65123,-0.25133,25.25021
-1.63235,-0.20563,0.00,0.00,2.05625,4.49687,0.00,0.00,-0.39241,0.57036,-0.38590,0.57442,-1.63235,-0.20563,25.24930
-1.60499,-0.17306,0.00,0.00,3.05998,3.56484,0.00,0.00,-0.22609,0.45135,-0.22623,0.45115,-1.60499,-0.17306,25.24844
-1.57654,-0.12488,0.00,0.00,2.68843,4.99641,0.00,0.00,-0.26846,0.68161,-0.26947,0.68183,-1.57654,-0.12488,25.24953
-1.56615,-0.06604,0.00,0.00,1.25360,5.62343,0.00,0.00,-0.47094,0.79650,-0.47735,0.79871,-1.56615,-0.06604,25.25078
-1.53633,-0.04305,0.00,0.00,2.93329,2.81953,0.00,0.00,-0.22071,0.40435,-0.21585,0.39633,-1.53633,-0.04305,25.24824
-1.51745,0.00266,0.00,0.00,2.00233,4.55814,0.00,0.00,-0.34203,0.66583,-0.34567,0.67110,-1.51745,0.00266,25.24965
-1.52869,0.06615,0.00,0.00,-1.42890,6.30811,0.00,0.00,-0.85286,0.95426,-0.85944,0.95480,-1.52869,0.06615,25.25377
-1.54484,0.14867,0.00,0.00,-1.12576,8.68155,0.00,0.00,-0.81579,1.33762,-0.82695,1.33814,-1.54484,0.14867,25.25691
-1.54271,0.17979,0.00,0.00,-0.43922,3.45061,0.00,0.00,-0.71608,0.59803,-0.71583,0.58281,-1.54271,0.17979,25.25073
-1.52992,0.22885,0.00,0.00,0.99640,4.55972,0.00,0.00,-0.50199,0.76325,-0.49982,0.76650,-1.52992,0.22885,25.25067
-1.51822,0.26232,0.00,0.00,1.31171,3.44031,0.00,0.00,-0.44746,0.61910,-0.44762,0.61609,-1.51822,0.26232,25.24969
-1.51712,0.27779,0.00,0.00,0.37734,1.87891,0.00,0.00,-0.58307,0.39333,-0.58389,0.39310,-1.51712,0.27779,25.24936
-1.49936,0.30790,0.00,0.00,1.80891,2.87251,0.00,0.00,-0.36560,0.55169,-0.36615,0.55184,-1.49936,0.30790,25.24914
-1.48400,0.34767,0.00,0.00,1.81249,3.81015,0.00,0.00,-0.35847,0.70336,-0.35967,0.70638,-1.48400,0.34767,25.24987
-1.46376,0.36821,0.00,0.00,1.93719,2.75265,0.00,0.00,-0.33202,0.56253,-0.33226,0.55961,-1.46376,0.36821,25.24909
-1.44708,0.38273,0.00,0.00,1.87516,0.87969,0.00,0.00,-0.33356,0.29081,-0.33378,0.29043,-1.44708,0.38273,25.24821
